feature,importance
INCOME_PER_PERSON,0.0013122875
ANNUITY_INCOME_PERC,0.0020954865
PAYMENT_RATE,0.0023984918
BURO_DAYS_CREDIT_MIN,0.0018500306
BURO_DAYS_CREDIT_MAX,0.0011613234
BURO_DAYS_CREDIT_MEAN,0.0021295052
BURO_DAYS_CREDIT_VAR,0.0018930021
BURO_DAYS_CREDIT_ENDDATE_MIN,0.0018491434
BURO_DAYS_CREDIT_ENDDATE_MAX,0.0016561737
BURO_DAYS_CREDIT_ENDDATE_MEAN,0.0015349656
BURO_DAYS_CREDIT_UPDATE_MEAN,0.0010027374
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,0.002423859
BURO_AMT_CREDIT_SUM_MAX,0.0018643985
BURO_AMT_CREDIT_SUM_MEAN,0.0017558103
BURO_AMT_CREDIT_SUM_SUM,0.00095397036
BURO_AMT_CREDIT_SUM_DEBT_MAX,0.0028244494
BURO_AMT_CREDIT_SUM_DEBT_MEAN,0.0021597135
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.004005613
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,0.0028899992
BURO_AMT_CREDIT_SUM_LIMIT_SUM,0.0011059039
BURO_AMT_ANNUITY_MAX,0.0018007781
BURO_AMT_ANNUITY_MEAN,0.00064175104
BURO_MONTHS_BALANCE_MIN_MIN,0.0024829016
BURO_MONTHS_BALANCE_MAX_MAX,0.00058646855
BURO_MONTHS_BALANCE_SIZE_MEAN,0.0015958423
BURO_MONTHS_BALANCE_SIZE_SUM,0.0021188091
BURO_CREDIT_ACTIVE_Active_MEAN,0.0027567707
BURO_CREDIT_ACTIVE_Sold_MEAN,4.537148e-05
BURO_CREDIT_TYPE_Another type of loan_MEAN,0.0
BURO_CREDIT_TYPE_Car loan_MEAN,0.00091996224
BURO_CREDIT_TYPE_Consumer credit_MEAN,0.0021132117
BURO_CREDIT_TYPE_Credit card_MEAN,0.003180406
BURO_CREDIT_TYPE_Microloan_MEAN,0.0012524532
BURO_CREDIT_TYPE_Mortgage_MEAN,0.0017601426
BURO_STATUS_0_MEAN_MEAN,0.0016867304
BURO_STATUS_1_MEAN_MEAN,0.0025372896
BURO_STATUS_2_MEAN_MEAN,0.0026254815
BURO_STATUS_C_MEAN_MEAN,0.0014833026
BURO_STATUS_X_MEAN_MEAN,0.0015463618
ACTIVE_DAYS_CREDIT_MIN,0.0016411826
ACTIVE_DAYS_CREDIT_MAX,0.0016031064
ACTIVE_DAYS_CREDIT_MEAN,0.0012704236
ACTIVE_DAYS_CREDIT_VAR,0.0011957539
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,0.0011201623
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,0.0018041076
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,0.0025488974
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,0.0016365146
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,0.0044911536
ACTIVE_AMT_CREDIT_SUM_MAX,0.0019738271
ACTIVE_AMT_CREDIT_SUM_MEAN,0.0015622046
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,0.0019668837
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,0.0023861178
ACTIVE_AMT_ANNUITY_MAX,0.0015908884
ACTIVE_MONTHS_BALANCE_MIN_MIN,0.0014142453
ACTIVE_MONTHS_BALANCE_MAX_MAX,0.00093757967
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,0.0014313186
ACTIVE_MONTHS_BALANCE_SIZE_SUM,0.001483326
CLOSED_DAYS_CREDIT_MIN,0.0015641717
CLOSED_DAYS_CREDIT_MAX,0.0017404055
CLOSED_DAYS_CREDIT_MEAN,0.0020949624
CLOSED_DAYS_CREDIT_VAR,0.0016495526
CLOSED_DAYS_CREDIT_ENDDATE_MIN,0.0020543474
CLOSED_DAYS_CREDIT_ENDDATE_MAX,0.0017158367
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,0.0015871464
CLOSED_DAYS_CREDIT_UPDATE_MEAN,0.0020337005
CLOSED_AMT_CREDIT_SUM_MAX,0.0017443846
CLOSED_AMT_CREDIT_SUM_MEAN,0.0014228157
CLOSED_AMT_CREDIT_SUM_SUM,0.0018958093
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,0.0010585962
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,0.0018151177
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,0.0017926603
CLOSED_AMT_ANNUITY_MEAN,0.0012763174
CLOSED_MONTHS_BALANCE_MIN_MIN,0.0015945229
CLOSED_MONTHS_BALANCE_MAX_MAX,0.0
CLOSED_MONTHS_BALANCE_SIZE_MEAN,0.0013279485
PREV_AMT_ANNUITY_MIN,0.0015454226
PREV_AMT_ANNUITY_MAX,0.00084821554
PREV_AMT_ANNUITY_MEAN,0.0016871238
PREV_AMT_APPLICATION_MIN,0.001629699
PREV_AMT_APPLICATION_MAX,0.0016517228
PREV_AMT_APPLICATION_MEAN,0.0012558877
PREV_APP_CREDIT_PERC_MIN,0.0016682143
PREV_APP_CREDIT_PERC_MAX,0.0016769448
PREV_APP_CREDIT_PERC_MEAN,0.0017212208
PREV_APP_CREDIT_PERC_VAR,0.0013243703
PREV_AMT_DOWN_PAYMENT_MIN,0.0019506703
PREV_AMT_DOWN_PAYMENT_MAX,0.0016442653
PREV_AMT_DOWN_PAYMENT_MEAN,0.0013521372
PREV_AMT_GOODS_PRICE_MIN,0.001520739
PREV_HOUR_APPR_PROCESS_START_MIN,0.0012263699
PREV_HOUR_APPR_PROCESS_START_MAX,0.0015406479
PREV_HOUR_APPR_PROCESS_START_MEAN,0.0013963963
PREV_RATE_DOWN_PAYMENT_MIN,0.0019988262
PREV_RATE_DOWN_PAYMENT_MAX,0.0021634616
PREV_RATE_DOWN_PAYMENT_MEAN,0.0023632506
PREV_DAYS_DECISION_MIN,0.0026178635
PREV_DAYS_DECISION_MAX,0.0015540911
PREV_DAYS_DECISION_MEAN,0.0019488448
PREV_CNT_PAYMENT_MEAN,0.001960242
PREV_CNT_PAYMENT_SUM,0.0015448843
PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,0.001280123
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,0.0019691533
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,0.0007770868
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0.0018757882
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.002380777
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0.0013088345
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.0011773229
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,0.0014685479
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0.0006016643
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0.0017672025
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,0.0017674718
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,0.0012170913
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,0.0007758234
PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,0.0
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,0.0053388895
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0015681956
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,0.011424928
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,0.002576238
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,0.0005458036
PREV_CODE_REJECT_REASON_HC_MEAN,0.0021193107
PREV_CODE_REJECT_REASON_LIMIT_MEAN,0.0021337362
PREV_CODE_REJECT_REASON_SCO_MEAN,0.001117563
PREV_CODE_REJECT_REASON_SCOFR_MEAN,0.00089668186
PREV_NAME_TYPE_SUITE_Children_MEAN,0.0010967797
PREV_NAME_TYPE_SUITE_Family_MEAN,0.0019864524
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0.0007492866
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0.00060974964
PREV_NAME_TYPE_SUITE_Spouse_ partner_MEAN,0.0018967175
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0.0014860122
PREV_NAME_TYPE_SUITE_nan_MEAN,0.0017716563
PREV_NAME_CLIENT_TYPE_New_MEAN,0.0047090906
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0.0020601598
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,0.0014099196
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,0.00063181354
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,0.0021780387
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.0027206417
PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,0.0018074733
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,0.0012693142
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,0.0015934026
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,0.0017547881
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0.0010916383
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0.0029899005
PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,0.001225037
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,0.0015189807
PREV_NAME_PORTFOLIO_Cash_MEAN,0.0012996597
PREV_NAME_PORTFOLIO_XNA_MEAN,0.0008652879
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,0.0013797069
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,0.00475799
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,0.0011991188
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,0.0024410717
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,0.0
PREV_CHANNEL_TYPE_Contact center_MEAN,0.0027839595
PREV_CHANNEL_TYPE_Country-wide_MEAN,0.0017506572
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,0.0012574655
PREV_CHANNEL_TYPE_Regional / Local_MEAN,0.0010550951
PREV_CHANNEL_TYPE_Stone_MEAN,0.0013031107
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0.003021179
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0.0007662826
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,0.0017509119
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0.00096597214
PREV_NAME_YIELD_GROUP_XNA_MEAN,0.0014400064
PREV_NAME_YIELD_GROUP_high_MEAN,0.0029433381
PREV_NAME_YIELD_GROUP_low_action_MEAN,0.002352965
PREV_NAME_YIELD_GROUP_low_normal_MEAN,0.0015318604
PREV_NAME_YIELD_GROUP_middle_MEAN,0.0019584745
PREV_PRODUCT_COMBINATION_Card Street_MEAN,0.0016605532
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,0.0014107905
PREV_PRODUCT_COMBINATION_Cash_MEAN,0.002730452
PREV_PRODUCT_COMBINATION_Cash Street_ high_MEAN,0.0011251296
PREV_PRODUCT_COMBINATION_Cash Street_ low_MEAN,0.0007276837
PREV_PRODUCT_COMBINATION_Cash Street_ middle_MEAN,0.0014669646
PREV_PRODUCT_COMBINATION_Cash X-Sell_ high_MEAN,0.0012816698
PREV_PRODUCT_COMBINATION_Cash X-Sell_ low_MEAN,0.0022209499
PREV_PRODUCT_COMBINATION_Cash X-Sell_ middle_MEAN,0.00085519685
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,0.0018267552
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0.0003605153
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,0.0011636768
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,0.0021422692
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,0.0013202551
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,0.0013718323
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,0.00036001793
APPROVED_AMT_APPLICATION_MIN,0.0022873906
APPROVED_AMT_APPLICATION_MAX,0.001168382
APPROVED_AMT_APPLICATION_MEAN,0.0017834118
APPROVED_APP_CREDIT_PERC_VAR,0.0019768374
APPROVED_DAYS_DECISION_MAX,0.0022795554
APPROVED_CNT_PAYMENT_MEAN,0.0040096426
APPROVED_CNT_PAYMENT_SUM,0.0019138737
REFUSED_AMT_ANNUITY_MIN,0.001774786
REFUSED_AMT_ANNUITY_MAX,0.0021942807
REFUSED_AMT_APPLICATION_MIN,0.0017049265
REFUSED_AMT_APPLICATION_MAX,0.0031889663
REFUSED_APP_CREDIT_PERC_MIN,0.005028094
REFUSED_APP_CREDIT_PERC_MAX,0.0014581495
REFUSED_APP_CREDIT_PERC_MEAN,0.0016944786
REFUSED_HOUR_APPR_PROCESS_START_MIN,0.002436776
REFUSED_HOUR_APPR_PROCESS_START_MAX,0.0013335859
REFUSED_DAYS_DECISION_MIN,0.0015598268
REFUSED_DAYS_DECISION_MAX,0.0017056825
REFUSED_CNT_PAYMENT_MEAN,0.0045372397
REFUSED_CNT_PAYMENT_SUM,0.002605045
POS_MONTHS_BALANCE_MAX,0.0077252355
POS_MONTHS_BALANCE_MEAN,0.0015462874
POS_MONTHS_BALANCE_SIZE,0.002596003
POS_SK_DPD_MAX,0.0027342956
POS_SK_DPD_DEF_MAX,0.0034194663
POS_NAME_CONTRACT_STATUS_Active_MEAN,0.0013815353
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0012666574
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,0.0017351314
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0.0023316313
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,0.0024645792
INSTAL_DPD_MAX,0.0040533002
INSTAL_DPD_MEAN,0.004446023
INSTAL_DPD_SUM,0.0025798182
INSTAL_DBD_MAX,0.0015385291
INSTAL_DBD_MEAN,0.0015514732
INSTAL_DBD_SUM,0.0016137433
INSTAL_PAYMENT_PERC_MAX,0.0029008042
INSTAL_PAYMENT_PERC_MEAN,0.0021468308
INSTAL_PAYMENT_PERC_VAR,0.0012337344
INSTAL_PAYMENT_DIFF_MAX,0.0028479653
INSTAL_PAYMENT_DIFF_MEAN,0.0025436226
INSTAL_PAYMENT_DIFF_SUM,0.0012217008
INSTAL_PAYMENT_DIFF_VAR,0.0010814144
INSTAL_AMT_INSTALMENT_MAX,0.0013872265
INSTAL_AMT_INSTALMENT_MEAN,0.0022949018
INSTAL_AMT_INSTALMENT_SUM,0.0026369444
INSTAL_AMT_PAYMENT_MIN,0.0014907585
INSTAL_DAYS_ENTRY_PAYMENT_MAX,0.0019197515
INSTAL_DAYS_ENTRY_PAYMENT_SUM,0.0019391318
CC_MONTHS_BALANCE_MIN,0.0026352433
CC_MONTHS_BALANCE_MAX,0.003478015
CC_AMT_BALANCE_MIN,0.0014840296
CC_AMT_BALANCE_MAX,0.0016245884
CC_AMT_BALANCE_MEAN,0.0030239215
CC_AMT_BALANCE_SUM,0.0021799991
CC_AMT_BALANCE_VAR,0.0045940764
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,0.0018330354
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,0.001696893
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,0.0017366637
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,0.0013774671
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,0.002256376
CC_AMT_DRAWINGS_CURRENT_MIN,0.0010583942
CC_AMT_DRAWINGS_CURRENT_MAX,0.0022612205
CC_AMT_DRAWINGS_CURRENT_MEAN,0.0017629121
CC_AMT_DRAWINGS_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_VAR,0.0012795441
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0.0014499999
CC_AMT_DRAWINGS_POS_CURRENT_SUM,0.001988767
CC_AMT_INST_MIN_REGULARITY_MIN,0.0014199524
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,0.0022104806
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,0.0022113859
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,0.0018162241
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,0.0017048715
CC_CNT_DRAWINGS_CURRENT_MAX,0.0018729129
CC_CNT_DRAWINGS_CURRENT_MEAN,0.0022322873
CC_CNT_DRAWINGS_CURRENT_SUM,0.0007478202
CC_CNT_DRAWINGS_CURRENT_VAR,0.00221355
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0.0027154917
CC_NAME_CONTRACT_STATUS_Active_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Active_VAR,0.0014553255
